date,hiring_index
2023-07-24,84.63
2023-07-25,84.45
2023-07-26,84.22
2023-07-27,83.66
2023-07-28,83.18
2023-07-29,82.94
2023-07-30,82.49
2023-07-31,82.03
2023-08-01,81.53
2023-08-02,80.98
2023-08-03,80.72
2023-08-04,80.46
2023-08-05,80.29
2023-08-06,80.07
2023-08-07,79.88
2023-08-08,79.75
2023-08-09,79.66
2023-08-10,79.56
2023-08-11,79.45
2023-08-12,79.27
2023-08-13,79.25
2023-08-14,79.18
2023-08-15,79.05
2023-08-16,78.96
2023-08-17,78.95
2023-08-18,79.08
2023-08-19,79.13
2023-08-20,79.04
2023-08-21,79.05
2023-08-22,79.09
2023-08-23,79.14
2023-08-24,79.12
2023-08-25,78.91
2023-08-26,78.82
2023-08-27,78.76
2023-08-28,78.66
2023-08-29,78.66
2023-08-30,78.61
2023-08-31,78.58
2023-09-01,78.65
2023-09-02,78.78
2023-09-03,78.86
2023-09-04,78.94
2023-09-05,78.91
2023-09-06,78.83
2023-09-07,78.79
2023-09-08,78.7
2023-09-09,78.59
2023-09-10,78.47
2023-09-11,78.33
2023-09-12,78.21
2023-09-13,78.19
2023-09-14,78.11
2023-09-15,77.93
2023-09-16,77.75
2023-09-17,77.46
2023-09-18,77.14
2023-09-19,76.84
2023-09-20,76.5
2023-09-21,76.14
2023-09-22,75.89
2023-09-23,75.6
2023-09-24,75.45
2023-09-25,75.36
2023-09-26,75.28
2023-09-27,75.22
2023-09-28,75.27
2023-09-29,75.21
2023-09-30,75.12
2023-10-01,75.1
2023-10-02,75.09
2023-10-03,75.07
2023-10-04,75.07
2023-10-05,75.02
2023-10-06,75.05
2023-10-07,75.18
2023-10-08,75.21
2023-10-09,75.21
2023-10-10,75.22
2023-10-11,75.2
2023-10-12,75.25
2023-10-13,75.28
2023-10-14,75.35
2023-10-15,75.47
2023-10-16,75.54
2023-10-17,75.62
2023-10-18,75.68
2023-10-19,75.73
2023-10-20,75.72
2023-10-21,75.5
2023-10-22,75.28
2023-10-23,75.21
2023-10-24,75.08
2023-10-25,74.99
2023-10-26,74.8
2023-10-27,74.65
2023-10-28,74.64
2023-10-29,74.58
2023-10-30,74.44
2023-10-31,74.27
2023-11-01,74.17
2023-11-02,73.99
2023-11-03,73.83
2023-11-04,73.72
2023-11-05,73.6
2023-11-06,73.48
2023-11-07,73.41
2023-11-08,73.21
2023-11-09,73.18
2023-11-10,73.12
2023-11-11,73.02
2023-11-12,72.96
2023-11-13,72.88
2023-11-14,72.78
2023-11-15,72.65
2023-11-16,72.62
2023-11-17,72.64
2023-11-18,72.56
2023-11-19,72.58
2023-11-20,72.6
2023-11-21,72.68
2023-11-22,72.7
2023-11-23,72.72
2023-11-24,72.7
2023-11-25,72.78
2023-11-26,72.72
2023-11-27,72.67
2023-11-28,72.62
2023-11-29,72.66
2023-11-30,72.55
2023-12-01,72.45
2023-12-02,72.37
2023-12-03,72.34
2023-12-04,72.29
2023-12-05,72.19
2023-12-06,72.28
2023-12-07,72.38
2023-12-08,72.49
2023-12-09,72.47
2023-12-10,72.55
2023-12-11,72.64
2023-12-12,72.67
2023-12-13,72.57
2023-12-14,72.59
2023-12-15,72.51
2023-12-16,72.53
2023-12-17,72.46
2023-12-18,72.43
2023-12-19,72.52
2023-12-20,72.56
2023-12-21,72.54
2023-12-22,72.51
2023-12-23,72.47
2023-12-24,72.46
2023-12-25,72.46
2023-12-26,72.49
2023-12-27,72.52
2023-12-28,72.52
2023-12-29,72.62
2023-12-30,72.66
2023-12-31,72.63
2024-01-01,72.59
2024-01-02,72.52
2024-01-03,72.48
2024-01-04,72.43
2024-01-05,72.33
2024-01-06,72.28
2024-01-07,72.3
2024-01-08,72.22
2024-01-09,72.09
2024-01-10,71.98
2024-01-11,71.89
2024-01-12,71.8
2024-01-13,71.7
2024-01-14,71.66
2024-01-15,71.72
2024-01-16,71.77
2024-01-17,71.75
2024-01-18,71.73
2024-01-19,71.77
2024-01-20,71.87
2024-01-21,71.81
2024-01-22,71.73
2024-01-23,71.63
2024-01-24,71.59
2024-01-25,71.51
2024-01-26,71.32
2024-01-27,71.24
2024-01-28,71.22
2024-01-29,71.18
2024-01-30,71.18
2024-01-31,71.07
2024-02-01,71.09
2024-02-02,71.23
2024-02-03,71.29
2024-02-04,71.31
2024-02-05,71.22
2024-02-06,71.21
2024-02-07,71.27
2024-02-08,71.23
2024-02-09,71.23
2024-02-10,71.17
2024-02-11,71.12
2024-02-12,71.14
2024-02-13,71.13
2024-02-14,71.13
2024-02-15,71.17
2024-02-16,71.11
2024-02-17,70.92
2024-02-18,70.94
2024-02-19,71.02
2024-02-20,71.12
2024-02-21,71.16
2024-02-22,71.13
2024-02-23,71.06
2024-02-24,71.24
2024-02-25,71.21
2024-02-26,71.11
2024-02-27,70.99
2024-02-28,70.9
2024-02-29,70.83
2024-03-01,70.85
2024-03-02,70.72
2024-03-03,70.65
2024-03-04,70.64
2024-03-05,70.62
2024-03-06,70.69
2024-03-07,70.69
2024-03-08,70.68
2024-03-09,70.79
2024-03-10,70.8
2024-03-11,70.8
2024-03-12,70.76
2024-03-13,70.68
2024-03-14,70.68
2024-03-15,70.69
2024-03-16,70.66
2024-03-17,70.71
2024-03-18,70.75
2024-03-19,70.86
2024-03-20,70.91
2024-03-21,70.94
2024-03-22,70.94
2024-03-23,71.0
2024-03-24,70.98
2024-03-25,71.0
2024-03-26,70.91
2024-03-27,70.83
2024-03-28,70.76
2024-03-29,70.77
2024-03-30,70.78
2024-03-31,70.81
2024-04-01,70.72
2024-04-02,70.7
2024-04-03,70.76
2024-04-04,70.77
2024-04-05,70.65
2024-04-06,70.53
2024-04-07,70.41
2024-04-08,70.4
2024-04-09,70.36
2024-04-10,70.38
2024-04-11,70.5
2024-04-12,70.64
2024-04-13,70.72
2024-04-14,70.82
2024-04-15,70.9
2024-04-16,70.97
2024-04-17,70.95
2024-04-18,70.86
2024-04-19,70.77
2024-04-20,70.53
2024-04-21,70.42
2024-04-22,70.27
2024-04-23,70.19
2024-04-24,69.99
2024-04-25,69.83
2024-04-26,69.63
2024-04-27,69.67
2024-04-28,69.56
2024-04-29,69.44
2024-04-30,69.3
2024-05-01,69.23
2024-05-02,69.12
2024-05-03,69.07
2024-05-04,68.94
2024-05-05,68.89
2024-05-06,68.87
2024-05-07,68.86
2024-05-08,68.84
2024-05-09,68.9
2024-05-10,69.01
2024-05-11,69.12
2024-05-12,69.08
2024-05-13,69.08
2024-05-14,69.1
2024-05-15,69.2
2024-05-16,69.23
2024-05-17,69.14
2024-05-18,69.0
2024-05-19,68.84
2024-05-20,68.62
2024-05-21,68.38
2024-05-22,68.5
2024-05-23,68.58
2024-05-24,68.79
2024-05-25,69.09
2024-05-26,69.51
2024-05-27,69.94
2024-05-28,70.33
2024-05-29,70.27
2024-05-30,70.27
2024-05-31,70.19
2024-06-01,70.18
2024-06-02,70.11
2024-06-03,70.11
2024-06-04,70.08
2024-06-05,70.14
2024-06-06,70.21
2024-06-07,70.25
2024-06-08,70.22
2024-06-09,70.2
2024-06-10,70.12
2024-06-11,70.03
2024-06-12,69.93
2024-06-13,69.8
2024-06-14,69.73
2024-06-15,69.49
2024-06-16,69.43
2024-06-17,69.4
2024-06-18,69.39
2024-06-19,69.38
2024-06-20,69.46
2024-06-21,69.56
2024-06-22,69.77
2024-06-23,69.84
2024-06-24,69.9
2024-06-25,69.99
2024-06-26,70.05
2024-06-27,70.12
2024-06-28,70.1
2024-06-29,70.06
2024-06-30,70.08
2024-07-01,70.11
2024-07-02,70.15
2024-07-03,70.16
2024-07-04,70.16
2024-07-05,70.18
2024-07-06,70.2
2024-07-07,70.21
2024-07-08,70.27
2024-07-09,70.31
2024-07-10,70.39
2024-07-11,70.44
2024-07-12,70.58
2024-07-13,70.76
2024-07-14,70.84
2024-07-15,70.86
2024-07-16,70.8
2024-07-17,70.68
2024-07-18,70.53
2024-07-19,70.34
2024-07-20,69.91
2024-07-21,69.79
2024-07-22,69.7
2024-07-23,69.64
2024-07-24,69.59
2024-07-25,69.58
2024-07-26,69.55
2024-07-27,69.76
2024-07-28,69.73
2024-07-29,69.67
2024-07-30,69.7
2024-07-31,69.71
2024-08-01,69.76
2024-08-02,69.71
2024-08-03,69.57
2024-08-04,69.44
2024-08-05,69.27
2024-08-06,69.08
2024-08-07,68.91
2024-08-08,68.74
2024-08-09,68.64
2024-08-10,68.5
2024-08-11,68.42
2024-08-12,68.45
2024-08-13,68.47
2024-08-14,68.43
2024-08-15,68.34
2024-08-16,68.25
2024-08-17,68.28
2024-08-18,68.3
2024-08-19,68.15
2024-08-20,68.02
2024-08-21,67.92
2024-08-22,67.9
2024-08-23,67.97
2024-08-24,67.94
2024-08-25,67.8
2024-08-26,67.77
2024-08-27,67.78
2024-08-28,67.89
2024-08-29,68.06
2024-08-30,68.15
2024-08-31,68.32
2024-09-01,68.57
2024-09-02,68.78
2024-09-03,68.85
2024-09-04,68.89
2024-09-05,68.87
2024-09-06,68.85
2024-09-07,68.91
2024-09-08,68.91
2024-09-09,68.94
2024-09-10,69.07
2024-09-11,69.18
2024-09-12,69.25
2024-09-13,69.32
2024-09-14,69.36
2024-09-15,69.42
2024-09-16,69.46
2024-09-17,69.56
2024-09-18,69.66
2024-09-19,69.79
2024-09-20,69.92
2024-09-21,70.0
2024-09-22,70.04
2024-09-23,70.08
2024-09-24,70.06
2024-09-25,70.05
2024-09-26,69.96
2024-09-27,69.74
2024-09-28,69.49
2024-09-29,69.37
2024-09-30,69.33
2024-10-01,69.2
2024-10-02,69.04
2024-10-03,68.89
2024-10-04,69.0
2024-10-05,69.15
2024-10-06,69.17
2024-10-07,69.14
2024-10-08,69.2
2024-10-09,69.26
2024-10-10,69.19
2024-10-11,68.99
2024-10-12,68.81
2024-10-13,68.66
2024-10-14,68.52
2024-10-15,68.42
2024-10-16,68.26
2024-10-17,68.26
2024-10-18,68.34
2024-10-19,68.3
2024-10-20,68.38
2024-10-21,68.43
2024-10-22,68.35
2024-10-23,68.41
2024-10-24,68.4
2024-10-25,68.34
2024-10-26,68.42
2024-10-27,68.41
2024-10-28,68.37
2024-10-29,68.44
2024-10-30,68.4
2024-10-31,68.48
2024-11-01,68.59
2024-11-02,68.57
2024-11-03,68.51
2024-11-04,68.48
2024-11-05,68.38
2024-11-06,68.28
2024-11-07,68.1
2024-11-08,67.87
2024-11-09,67.67
2024-11-10,67.54
2024-11-11,67.39
2024-11-12,67.27
2024-11-13,67.16
2024-11-14,67.05
2024-11-15,66.93
2024-11-16,66.91
2024-11-17,66.79
2024-11-18,66.73
2024-11-19,66.71
2024-11-20,66.65
2024-11-21,66.57
2024-11-22,66.55
2024-11-23,66.59
2024-11-24,66.65
2024-11-25,66.68
2024-11-26,66.73
2024-11-27,66.87
2024-11-28,67.06
2024-11-29,67.25
2024-11-30,67.37
2024-12-01,67.47
2024-12-02,67.57
2024-12-03,67.66
2024-12-04,67.68
2024-12-05,67.71
2024-12-06,67.65
2024-12-07,67.57
2024-12-08,67.5
2024-12-09,67.5
2024-12-10,67.45
2024-12-11,67.41
2024-12-12,67.33
2024-12-13,67.31
2024-12-14,67.23
2024-12-15,67.3
2024-12-16,67.29
2024-12-17,67.3
2024-12-18,67.31
2024-12-19,67.28
2024-12-20,67.3
2024-12-21,67.38
2024-12-22,67.35
2024-12-23,67.33
2024-12-24,67.33
2024-12-25,67.37
2024-12-26,67.45
2024-12-27,67.46
2024-12-28,67.5
2024-12-29,67.51
2024-12-30,67.54
2024-12-31,67.53
2025-01-01,67.53
2025-01-02,67.5
2025-01-03,67.48
2025-01-04,67.41
2025-01-05,67.34
2025-01-06,67.3
2025-01-07,67.28
2025-01-08,67.26
2025-01-09,67.24
2025-01-10,67.26
2025-01-11,67.31
2025-01-12,67.41
2025-01-13,67.51
2025-01-14,67.61
2025-01-15,67.73
2025-01-16,67.87
2025-01-17,68.0
2025-01-18,68.02
2025-01-19,68.03
2025-01-20,67.98
2025-01-21,67.91
2025-01-22,67.77
2025-01-23,67.61
2025-01-24,67.44
2025-01-25,67.39
2025-01-26,67.28
2025-01-27,67.17
2025-01-28,67.07
2025-01-29,67.02
2025-01-30,66.97
2025-01-31,66.9
2025-02-01,66.79
2025-02-02,66.67
2025-02-03,66.57
2025-02-04,66.48
2025-02-05,66.35
2025-02-06,66.22
2025-02-07,66.04
2025-02-08,65.88
2025-02-09,65.72
2025-02-10,65.58
2025-02-11,65.45
2025-02-12,65.35
2025-02-13,65.22
2025-02-14,65.11
2025-02-15,64.81
2025-02-16,64.75
2025-02-17,64.68
2025-02-18,64.48
2025-02-19,64.22
2025-02-20,64.01
2025-02-21,63.73
2025-02-22,63.78
2025-02-23,63.56
2025-02-24,63.26
2025-02-25,63.05
2025-02-26,62.92
2025-02-27,62.82
2025-02-28,62.79
2025-03-01,62.6
2025-03-02,62.55
2025-03-03,62.61
2025-03-04,62.67
2025-03-05,62.66
2025-03-06,62.73
2025-03-07,62.7
2025-03-08,62.72
2025-03-09,62.61
2025-03-10,62.43
2025-03-11,62.25
2025-03-12,62.12
2025-03-13,61.84
2025-03-14,61.71
2025-03-15,61.64
2025-03-16,61.61
2025-03-17,61.6
2025-03-18,61.61
2025-03-19,61.67
2025-03-20,61.85
2025-03-21,62.11
2025-03-22,62.26
2025-03-23,62.39
2025-03-24,62.53
2025-03-25,62.71
2025-03-26,62.77
2025-03-27,62.74
2025-03-28,62.64
2025-03-29,62.57
2025-03-30,62.53
2025-03-31,62.56
2025-04-01,62.59
2025-04-02,62.68
2025-04-03,62.83
2025-04-04,63.07
2025-04-05,63.33
2025-04-06,63.6
2025-04-07,63.85
2025-04-08,63.99
2025-04-09,64.14
2025-04-10,64.21
2025-04-11,64.13
2025-04-12,64.05
2025-04-13,63.92
2025-04-14,63.71
2025-04-15,63.6
2025-04-16,63.47
2025-04-17,63.46
2025-04-18,63.48
2025-04-19,63.41
2025-04-20,63.46
2025-04-21,63.6
2025-04-22,63.68
2025-04-23,63.75
2025-04-24,63.7
2025-04-25,63.62
2025-04-26,63.63
2025-04-27,63.57
2025-04-28,63.48
2025-04-29,63.32
2025-04-30,63.26
2025-05-01,63.21
2025-05-02,63.24
2025-05-03,63.27
2025-05-04,63.21
2025-05-05,63.05
2025-05-06,63.13
2025-05-07,63.09
2025-05-08,62.95
2025-05-09,62.83
2025-05-10,62.75
2025-05-11,62.6
2025-05-12,62.49
2025-05-13,62.21
2025-05-14,61.9
2025-05-15,61.76
2025-05-16,61.58
2025-05-17,61.12
2025-05-18,61.19
2025-05-19,61.37
2025-05-20,61.53
2025-05-21,61.85
2025-05-22,62.17
2025-05-23,62.43
2025-05-24,63.01
2025-05-25,63.21
2025-05-26,63.43
2025-05-27,63.63
2025-05-28,63.63
2025-05-29,63.72
2025-05-30,63.87
2025-05-31,63.97
2025-06-01,64.09
2025-06-02,64.2
2025-06-03,64.38
2025-06-04,64.67
2025-06-05,64.92
2025-06-06,65.09
2025-06-07,65.29
2025-06-08,65.41
2025-06-09,65.46
2025-06-10,65.49
2025-06-11,65.56
2025-06-12,65.52
2025-06-13,65.51
2025-06-14,65.33
2025-06-15,65.36
2025-06-16,65.41
2025-06-17,65.4
2025-06-18,65.46
2025-06-19,65.53
2025-06-20,65.61
2025-06-21,65.8
2025-06-22,65.81
2025-06-23,65.84
2025-06-24,65.91
2025-06-25,65.85
2025-06-26,65.75
2025-06-27,65.71
2025-06-28,65.67
2025-06-29,65.65
2025-06-30,65.55
2025-07-01,65.36
2025-07-02,65.18
2025-07-03,65.02
2025-07-04,64.85
2025-07-05,64.74
2025-07-06,64.57
2025-07-07,64.51
2025-07-08,64.54
2025-07-09,64.6
2025-07-10,64.74
2025-07-11,64.89
2025-07-12,64.97
2025-07-13,65.11
2025-07-14,65.17
2025-07-15,65.3
2025-07-16,65.46
2025-07-17,65.59
2025-07-18,65.68
2025-07-19,65.68
2025-07-20,65.85
2025-07-21,66.0
2025-07-22,66.14
2025-07-23,66.17
2025-07-24,66.2
2025-07-25,66.15
2025-07-26,66.19
2025-07-27,66.11
2025-07-28,66.12
2025-07-29,66.09
2025-07-30,66.08
2025-07-31,66.03
2025-08-01,66.21
2025-08-02,66.27
2025-08-03,66.28
2025-08-04,66.22
2025-08-05,66.21
2025-08-06,66.21
2025-08-07,66.2
2025-08-08,66.05
2025-08-09,66.0
2025-08-10,66.07
2025-08-11,66.15
2025-08-12,66.03
2025-08-13,66.02
2025-08-14,66.02
2025-08-15,66.08
2025-08-16,66.21
2025-08-17,66.2
2025-08-18,66.27
2025-08-19,66.45
2025-08-20,66.53
2025-08-21,66.6
2025-08-22,66.58
2025-08-23,66.48
2025-08-24,66.44
2025-08-25,66.27
2025-08-26,66.18
2025-08-27,66.11
2025-08-28,66.07
2025-08-29,65.73
2025-08-30,65.51
2025-08-31,65.23
2025-09-01,65.04
2025-09-02,64.79
2025-09-03,64.54
2025-09-04,64.42
2025-09-05,64.58
2025-09-06,64.72
2025-09-07,64.89
2025-09-08,65.06
2025-09-09,65.23
2025-09-10,65.42
2025-09-11,65.43
2025-09-12,65.5
2025-09-13,65.44
2025-09-14,65.29
2025-09-15,65.14
2025-09-16,65.04
2025-09-17,64.95
2025-09-18,64.87
2025-09-19,64.71
2025-09-20,64.7
2025-09-21,64.66
2025-09-22,64.58
2025-09-23,64.45
2025-09-24,64.33
2025-09-25,64.23
2025-09-26,64.17
2025-09-27,64.08
2025-09-28,64.11
2025-09-29,64.16
2025-09-30,64.28
2025-10-01,64.29
2025-10-02,64.29
2025-10-03,64.34
2025-10-04,64.38
2025-10-05,64.36
2025-10-06,64.36
2025-10-07,64.3
2025-10-08,64.28
2025-10-09,64.3
2025-10-10,64.37
2025-10-11,64.4
2025-10-12,64.48
2025-10-13,64.55
2025-10-14,64.71
2025-10-15,64.92
2025-10-16,65.04
2025-10-17,65.15
2025-10-18,65.12
2025-10-19,65.25
2025-10-20,65.34
2025-10-21,65.33
2025-10-22,65.26
2025-10-23,65.29
2025-10-24,65.33
2025-10-25,65.46
2025-10-26,65.46
2025-10-27,65.48
2025-10-28,65.61
2025-10-29,65.76
2025-10-30,65.92
2025-10-31,65.89
2025-11-01,65.79
2025-11-02,65.83
2025-11-03,65.9
2025-11-04,65.87
2025-11-05,65.87
2025-11-06,65.88
2025-11-07,66.04
2025-11-08,66.31
2025-11-09,66.32
2025-11-10,66.27
2025-11-11,66.31
2025-11-12,66.29
2025-11-13,66.23
2025-11-14,66.11
2025-11-15,66.16
2025-11-16,66.24
2025-11-17,66.27
2025-11-18,66.29
2025-11-19,66.26
2025-11-20,66.31
2025-11-21,66.34
2025-11-22,66.35
2025-11-23,66.35
2025-11-24,66.36
2025-11-25,66.34
2025-11-26,66.44
2025-11-27,66.51
2025-11-28,66.59
2025-11-29,66.58
2025-11-30,66.61
2025-12-01,66.65
2025-12-02,66.66
2025-12-03,66.57
2025-12-04,66.53
2025-12-05,66.5
2025-12-06,66.49
2025-12-07,66.53
2025-12-08,66.49
2025-12-09,66.51
2025-12-10,66.6
2025-12-11,66.64
2025-12-12,66.71
2025-12-13,66.83
2025-12-14,66.92
2025-12-15,67.0
2025-12-16,67.06
2025-12-17,67.08
2025-12-18,67.14
2025-12-19,67.18
2025-12-20,67.17
2025-12-21,67.08
2025-12-22,67.16
2025-12-23,67.22
2025-12-24,67.34
2025-12-25,67.37
2025-12-26,67.36
2025-12-27,67.32
2025-12-28,67.34
2025-12-29,67.28
2025-12-30,67.32
2025-12-31,67.3
2026-01-01,67.23
2026-01-02,67.2
2026-01-03,67.1
2026-01-04,67.02
2026-01-05,66.97
2026-01-06,66.93
2026-01-07,66.97
2026-01-08,67.07
2026-01-09,67.14
2026-01-10,67.3
2026-01-11,67.53
2026-01-12,67.64
2026-01-13,67.76
2026-01-14,67.8
2026-01-15,67.96
2026-01-16,68.17
2026-01-17,68.39
2026-01-18,68.51
2026-01-19,68.68
2026-01-20,68.73
2026-01-21,68.82
2026-01-22,68.85
2026-01-23,68.91
2026-01-24,68.95
2026-01-25,69.06
2026-01-26,69.11
2026-01-27,69.21
2026-01-28,69.29
2026-01-29,69.31
2026-01-30,69.31
2026-01-31,69.39
2026-02-01,69.42
2026-02-02,69.56
2026-02-03,69.67
2026-02-04,69.74
2026-02-05,69.73
2026-02-06,69.9
2026-02-07,69.87
2026-02-08,69.91
2026-02-09,69.88
2026-02-10,69.91
2026-02-11,69.89
2026-02-12,70.2
2026-02-13,70.27
2026-02-14,70.32
2026-02-15,70.39
2026-02-16,70.44
2026-02-17,70.43
2026-02-18,70.54
2026-02-19,70.46
2026-02-20,70.51
2026-02-21,70.67
2026-02-22,70.8
2026-02-23,70.85
2026-02-24,70.88
2026-02-25,70.9
2026-02-26,70.99
2026-02-27,70.96
2026-02-28,70.86
2026-03-01,70.71
2026-03-02,70.7
2026-03-03,70.63
2026-03-04,70.62
2026-03-05,70.55
2026-03-06,70.57
2026-03-07,70.67
2026-03-08,70.78
2026-03-09,71.03
2026-03-10,71.38
2026-03-11,71.48
2026-03-12,71.47
2026-03-13,71.43
2026-03-14,71.45
2026-03-15,71.4
2026-03-16,71.34
2026-03-17,70.95
2026-03-18,70.93
2026-03-19,71.15
2026-03-20,71.44
2026-03-21,71.67
2026-03-22,71.95
2026-03-23,72.14
2026-03-24,72.41
2026-03-25,72.68
2026-03-26,72.84
2026-03-27,72.75
2026-03-28,72.76
2026-03-29,72.75
2026-03-30,72.79
2026-03-31,72.88
2026-04-01,72.77
2026-04-02,72.53
2026-04-03,72.5
2026-04-04,72.33
2026-04-05,72.19
2026-04-06,71.96
2026-04-07,71.91
2026-04-08,71.87
2026-04-09,71.97
2026-04-10,72.2
2026-04-11,72.4
2026-04-12,72.63
2026-04-13,72.7
2026-04-14,72.83
2026-04-15,73.08
2026-04-16,73.2
2026-04-17,73.14
2026-04-18,73.18
2026-04-19,73.21
2026-04-20,73.37
2026-04-21,73.66
2026-04-22,73.98
2026-04-23,73.93
2026-04-24,73.72
2026-04-25,73.37
2026-04-26,73.21
2026-04-27,73.07
2026-04-28,72.77
2026-04-29,72.4
2026-04-30,72.59
2026-05-01,72.95
2026-05-02,73.33
2026-05-03,73.61
2026-05-04,73.86
2026-05-05,74.24
2026-05-06,74.43
2026-05-07,74.6
2026-05-08,74.65
2026-05-09,74.85
2026-05-10,74.76
2026-05-11,74.94
2026-05-12,74.8
2026-05-13,74.63
2026-05-14,74.31
2026-05-15,74.05
2026-05-16,73.74
2026-05-17,73.76
2026-05-18,73.6
2026-05-19,73.87
2026-05-20,74.11
2026-05-21,74.24
2026-05-22,74.43
2026-05-23,74.58
2026-05-24,74.71
2026-05-25,74.69
2026-05-26,74.29
2026-05-27,73.94
2026-05-28,73.84
2026-05-29,73.65
2026-05-30,73.63
2026-05-31,73.54
2026-06-01,73.42
2026-06-02,73.33
2026-06-03,73.48
2026-06-04,73.47
2026-06-05,73.5
2026-06-06,73.5
2026-06-07,73.46
2026-06-08,73.39
2026-06-09,73.39
2026-06-10,73.2
2026-06-11,73.01
2026-06-12,72.89
2026-06-13,72.7
2026-06-14,72.54
2026-06-15,72.49
2026-06-16,72.31
2026-06-17,72.32
2026-06-18,72.47
2026-06-19,72.68
2026-06-20,72.87
2026-06-21,73.09
2026-06-22,73.24
2026-06-23,73.46
2026-06-24,73.57
2026-06-25,73.6
2026-06-26,73.51
2026-06-27,73.53
2026-06-28,73.5
2026-06-29,73.39
2026-06-30,73.45
2026-07-01,73.48
2026-07-02,73.56
2026-07-03,73.8
2026-07-04,73.87
2026-07-05,74.0
2026-07-06,74.12
2026-07-07,74.15
2026-07-08,74.37
2026-07-09,74.48
2026-07-10,74.55
2026-07-11,74.79
2026-07-12,74.98
2026-07-13,75.22
2026-07-14,75.47
2026-07-15,75.55
2026-07-16,75.65
2026-07-17,75.6
2026-07-18,75.5
2026-07-19,75.41
2026-07-20,75.4
2026-07-21,75.31
2026-07-22,75.35
2026-07-23,75.36
2026-07-24,75.49
2026-07-25,75.56
2026-07-26,75.65
2026-07-27,75.75
2026-07-28,75.91
2026-07-29,75.94
2026-07-30,75.74
2026-07-31,75.45
2026-08-01,75.16
2026-08-02,74.87
2026-08-03,74.45
2026-08-04,74.06
2026-08-05,73.74
2026-08-06,73.67
2026-08-07,73.65
2026-08-08,73.7
2026-08-09,73.75
2026-08-10,73.84
2026-08-11,73.94
2026-08-12,74.1
2026-08-13,74.25
2026-08-14,74.37
2026-08-15,74.41
2026-08-16,74.46
2026-08-17,74.47
2026-08-18,74.54
2026-08-19,74.49
2026-08-20,74.49
2026-08-21,74.57
2026-08-22,74.65
2026-08-23,74.79
2026-08-24,74.82
2026-08-25,74.82
2026-08-26,74.79
2026-08-27,74.72
2026-08-28,74.61
2026-08-29,74.64
2026-08-30,74.62
2026-08-31,74.75
2026-09-01,74.86
2026-09-02,75.19
2026-09-03,75.59
2026-09-04,76.12
