ticker,period_end,available_at,revenue,revenue_growth,operating_margin,accession,prior_accession,revenue_tag,derivation,subtract_accession,operating_accession
NOW,2018-03-31,2018-05-09,589222000,0.4137380843268559,-0.0344233582588566,0001373715-18-000087,0001373715-17-000050,Revenues,direct_quarter,,0001373715-18-000087
CRM,2018-04-30,2018-06-01,3006000000,0.25901593203826967,0.0635395874916833,0001108524-18-000035,0001108524-17-000012,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-18-000035
MDB,2018-04-30,2018-06-08,48222000,0.4887928372954615,-0.6073576375927999,0001441816-18-000053,0001441816-18-000053,SalesRevenueNet,direct_quarter,,0001441816-18-000053
VEEV,2018-04-30,2018-06-08,195547000,0.2382818931344115,0.22478483433650223,0001564590-18-015244,0001564590-17-012336,Revenues,direct_quarter,,0001564590-18-015244
WDAY,2018-04-30,2018-06-02,618643000,0.2892129179074774,-0.11519406184180538,0001327811-18-000022,0001327811-17-000015,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-18-000022
ZS,2018-04-30,2018-06-08,49163000,0.49141487683533547,-0.183552671724671,0001713683-18-000007,0001713683-18-000007,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-18-000007
ADBE,2018-06-01,2018-06-28,2195360000,0.23878365186577066,0.31816376357408355,0000796343-18-000134,0000796343-17-000130,Revenues,direct_quarter,,0000796343-18-000134
HUBS,2018-06-30,2018-08-02,122576000,0.3758207715533206,-0.11463908105991386,0001564590-18-018534,0001564590-17-014974,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-18-018534
NOW,2018-06-30,2018-08-09,631056000,0.3378248601344489,-0.050691222332090974,0001373715-18-000157,0001373715-17-000125,Revenues,direct_quarter,,0001373715-18-000157
CRM,2018-07-31,2018-09-01,3281000000,0.2808456001333548,0.03505028954587016,0001108524-18-000057,0001108524-17-000020,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-18-000057
MDB,2018-07-31,2018-09-08,57490000,0.6148876404494381,-0.5317098625847974,0001441816-18-000087,0001441816-18-000087,SalesRevenueNet,direct_quarter,,0001441816-18-000087
VEEV,2018-07-31,2018-09-07,209609000,0.2582705525707596,0.25198345490890184,0001564590-18-022767,0001564590-17-018414,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-18-022767
WDAY,2018-07-31,2018-09-06,671720000,0.27868727632681023,-0.13246888584529268,0001327811-18-000024,0001327811-17-000023,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-18-000024
ZS,2018-07-31,2018-09-14,56174000,0.5371606830122593,-0.1410617011428775,0001628280-18-011833,0001628280-18-011833,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-18-000007,0001628280-18-011833
ADBE,2018-08-31,2018-09-27,2291076000,0.24442363533459277,0.3136543702609603,0000796343-18-000160,0000796343-17-000157,Revenues,direct_quarter,,0000796343-18-000160
HUBS,2018-09-30,2018-11-08,131826000,0.3489347768250004,-0.11416564258947401,0001564590-18-028116,0001564590-17-020828,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-18-028116
NOW,2018-09-30,2018-11-08,673097000,0.3511391693598571,0.014214890275844343,0001373715-18-000195,0001373715-17-000164,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-18-000195
CRM,2018-10-31,2018-11-29,3392000000,0.2657467364668278,0.027122641509433963,0001108524-18-000087,0001108524-17-000040,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-18-000087
MDB,2018-10-31,2018-12-07,64985000,0.5663565368299268,-0.44708778948988226,0001441816-18-000140,0001441816-17-000010,Revenues,direct_quarter,,0001441816-18-000140
VEEV,2018-10-31,2018-12-08,224731000,0.2758006006278775,0.2807534341056641,0001564590-18-030635,0001564590-17-024561,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-18-030635
WDAY,2018-10-31,2018-12-04,743189000,0.3381413747841604,-0.2459064921574458,0001327811-18-000058,0001327811-17-000032,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-18-000058
ZS,2018-10-31,2018-12-07,63298000,0.5879681894583679,-0.13686056431482826,0001713683-18-000009,0001713683-18-000009,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-18-000009
ADBE,2018-11-30,2019-01-26,2464625000,0.2282623050491006,0.29235522645432876,0000796343-19-000019,0000796343-18-000015,Revenues,annual_minus_9m,0000796343-18-000160,0000796343-19-000019
HUBS,2018-12-31,2019-02-13,144022000,0.35179883800602596,-0.05438058074460846,0001564590-19-002699,0001564590-18-001962,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-18-028116,0001564590-19-002699
NOW,2018-12-31,2019-02-28,715441000,0.3094441495689735,0.0003885715244164089,0001373715-19-000070,0001373715-18-000058,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-18-000195,0001373715-19-000070
CRM,2019-01-31,2019-03-09,3603000000,0.2637657694502602,0.038023868998057174,0001108524-19-000009,0001108524-18-000011,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-18-000087,0001108524-19-000009
MDB,2019-01-31,2019-04-02,96319000,1.1384738349503785,-0.09193409400014535,0001441816-19-000067,0001441816-18-000028,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-18-000140,0001441816-19-000067
VEEV,2019-01-31,2019-03-29,232323000,0.2563500776015444,0.2711655755134016,0001564590-19-009853,0001564590-18-007164,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-18-030635,0001564590-19-009853
WDAY,2019-01-31,2019-03-19,788628000,0.35391429748660896,-0.1525218480703196,0001327811-19-000038,0001327811-18-000009,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-18-000058,0001327811-19-000038
ZS,2019-01-31,2019-03-07,74302000,0.6520366417644967,-0.06974240262711637,0001713683-19-000006,0001713683-19-000006,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-19-000006
ADBE,2019-03-01,2019-03-28,2600946000,0.25108817107891634,0.26714510797225316,0000796343-19-000079,0000796343-18-000065,Revenues,direct_quarter,,0000796343-19-000079
HUBS,2019-03-31,2019-05-08,151798000,0.32509864171235026,-0.05952647597465052,0001564590-19-016599,0001564590-18-013006,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-19-016599
NOW,2019-03-31,2019-05-04,788926000,0.3389282817002759,-0.019916950385714248,0001373715-19-000116,0001373715-18-000087,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-19-000116
CRM,2019-04-30,2019-06-06,3737000000,0.24318030605455765,0.0561948086700562,0001108524-19-000025,0001108524-18-000035,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-19-000025
CRWD,2019-04-30,2019-07-20,96077000,1.0316987037154517,-0.2682744049043996,0001558370-19-006161,0001558370-19-006161,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001558370-19-006161
MDB,2019-04-30,2019-06-08,89388000,0.8536767450541247,-0.3420705240076968,0001441816-19-000109,0001441816-18-000053,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-19-000109
VEEV,2019-04-30,2019-06-07,244752000,0.25162748597523876,0.29078005491272796,0001564590-19-021933,0001564590-18-015244,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-19-021933
WDAY,2019-04-30,2019-05-31,825055000,0.33365284986656274,-0.1495488179575907,0001327811-19-000092,0001327811-18-000022,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-19-000092
ZS,2019-04-30,2019-06-06,79128000,0.6095030815857454,-0.17107724193711454,0001713683-19-000016,0001713683-18-000007,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-19-000016
ADBE,2019-05-31,2019-06-27,2744280000,0.25003644049267537,0.2731306572215663,0000796343-19-000142,0000796343-18-000134,Revenues,direct_quarter,,0000796343-19-000142
HUBS,2019-06-30,2019-08-07,163255000,0.33186757603446027,-0.09632170530764754,0001564590-19-029455,0001564590-18-018534,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-19-029455
NOW,2019-06-30,2019-08-07,833904000,0.3214421541035979,-0.03237782766361596,0001373715-19-000208,0001373715-18-000157,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-19-000208
CRM,2019-07-31,2019-08-24,3997000000,0.21822615056385253,0.01451088316237178,0001108524-19-000052,0001108524-18-000057,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-19-000052
CRWD,2019-07-31,2019-09-07,108108000,0.9408628211342704,-0.4684112184112184,0001558370-19-008521,0001558370-19-008521,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001558370-19-008521
MDB,2019-07-31,2019-09-06,99368000,0.7284397286484605,-0.3791160132034458,0001441816-19-000187,0001441816-18-000087,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-19-000187
VEEV,2019-07-31,2019-09-06,266900000,0.2733231874585538,0.27671787186212066,0001628280-19-011445,0001564590-18-022767,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628280-19-011445
WDAY,2019-07-31,2019-08-31,887752000,0.3216101947239922,-0.13798560859339096,0001327811-19-000156,0001327811-18-000024,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-19-000156
ZS,2019-07-31,2019-09-19,86108000,0.5328799800619504,-0.09210526315789473,0001713683-19-000030,0001628280-18-011833,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-19-000016,0001713683-19-000030
ADBE,2019-08-30,2019-09-27,2834126000,0.23702836571113317,0.30126112953340817,0000796343-19-000165,0000796343-18-000160,Revenues,direct_quarter,,0000796343-19-000165
DDOG,2019-09-30,2019-11-14,95864000,0.8769628382347183,-0.04399983309688726,0001564590-19-043256,0001564590-19-043256,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-19-043256
HUBS,2019-09-30,2019-11-06,173621000,0.31704671309149934,-0.08105010338611113,0001564590-19-040465,0001564590-18-028116,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-19-040465
NET,2019-09-30,2019-11-13,73941000,0.4767525464349911,-0.5556592418279439,0001477333-19-000013,0001477333-19-000013,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-19-000013
NOW,2019-09-30,2019-10-26,885833000,0.31605548680205087,0.06358309071800215,0001373715-19-000267,0001373715-18-000195,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-19-000267
CRM,2019-10-31,2019-12-05,4513000000,0.33048349056603765,0.014402836250830933,0001108524-19-000076,0001108524-18-000087,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-19-000076
CRWD,2019-10-31,2019-12-07,125119000,0.8849184229952245,-0.3078509259185256,0001535527-19-000011,0001535527-19-000011,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-19-000011
MDB,2019-10-31,2019-12-11,109441000,0.6840963299222897,-0.3537431127274056,0001441816-19-000242,0001441816-18-000140,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-19-000242
VEEV,2019-10-31,2019-12-06,280921000,0.2500322607917911,0.2876253466276996,0001628280-19-014779,0001564590-18-030635,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628280-19-014779
WDAY,2019-10-31,2019-12-05,938100000,0.26226303134196005,-0.11752478413815158,0001327811-19-000196,0001327811-18-000058,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-19-000196
ZS,2019-10-31,2019-12-07,93590000,0.4785617239091282,-0.19526658831071694,0001713683-19-000053,0001713683-18-000009,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-19-000053
ADBE,2019-11-29,2020-01-22,2991945000,0.21395546989907177,0.32418109290110614,0000796343-20-000013,0000796343-19-000019,Revenues,annual_minus_9m,0000796343-19-000165,0000796343-20-000013
DDOG,2019-12-31,2020-02-26,113644000,0.8445706865768543,-0.019939460068283413,0001564590-20-006422,0001564590-20-006422,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-19-043256,0001564590-20-006422
HUBS,2019-12-31,2020-02-13,186186000,0.2927608282068017,-0.043816398655108335,0001564590-20-004381,0001564590-19-002699,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-19-040465,0001564590-20-004381
NET,2019-12-31,2020-03-05,83930000,0.512279500531541,-0.35674967234600263,0001477333-20-000010,0001477333-20-000010,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001477333-19-000013,0001477333-20-000010
NOW,2019-12-31,2020-02-21,951774000,0.33033192115073073,0.029956691399428855,0001373715-20-000072,0001373715-19-000070,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-19-000267,0001373715-20-000072
CRM,2020-01-31,2020-03-06,4851000000,0.34637801831806825,-0.0074211502782931356,0001108524-20-000014,0001108524-19-000009,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-19-000076,0001108524-20-000014
CRWD,2020-01-31,2020-03-24,152109000,0.8906096575725562,-0.20466902024206327,0001535527-20-000006,0001535527-20-000006,RevenueFromContractWithCustomerIncludingAssessedTax,annual_minus_9m,0001535527-19-000011,0001535527-20-000006
MDB,2020-01-31,2020-03-28,123523000,0.28243648708977465,-0.331136711381686,0001441816-20-000067,0001441816-19-000067,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-19-000242,0001441816-20-000067
VEEV,2020-01-31,2020-03-31,311508000,0.3408401234488192,0.1938762407386006,0001628280-20-004385,0001564590-19-009853,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001628280-19-014779,0001628280-20-004385
WDAY,2020-01-31,2020-03-04,976299000,0.23797151508696124,-0.1496437054631829,0001327811-20-000022,0001327811-19-000038,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-19-000196,0001327811-20-000022
ZS,2020-01-31,2020-03-05,101268000,0.36292428198433413,-0.29900857131571673,0001713683-20-000037,0001713683-19-000006,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-20-000037
ADBE,2020-02-28,2020-03-26,3091000000,0.18841375407255678,0.3031381429957942,0000796343-20-000064,0000796343-19-000079,Revenues,direct_quarter,,0000796343-20-000064
DDOG,2020-03-31,2020-05-13,131248000,0.8736331192005711,0.028785200536389124,0001564590-20-024662,0001564590-20-024662,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-024662
HUBS,2020-03-31,2020-05-07,198968000,0.31074190700799753,-0.07087571870853604,0001564590-20-022045,0001564590-19-016599,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-022045
NET,2020-03-31,2020-05-12,91250000,0.4782834092050481,-0.3952986301369863,0001477333-20-000024,0001477333-20-000024,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-20-000024
NOW,2020-03-31,2020-05-01,1046340000,0.32628408748095517,0.047150065944148174,0001373715-20-000101,0001373715-19-000116,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-20-000101
CRM,2020-04-30,2020-06-02,4865000000,0.30184640085630177,-0.02877697841726619,0001108524-22-000007,0001108524-19-000025,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-22-000007
CRWD,2020-04-30,2020-06-04,178078000,0.853492511214963,-0.1267759071867384,0001535527-20-000012,0001558370-19-006161,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-20-000012
MDB,2020-04-30,2020-06-06,130329000,0.4580144985904149,-0.3225682695332581,0001441816-20-000110,0001441816-19-000109,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-20-000110
VEEV,2020-04-30,2020-06-05,337106000,0.37733705955416097,0.25975509187021295,0001628280-20-008982,0001564590-19-021933,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628280-20-008982
WDAY,2020-04-30,2020-05-29,1018385000,0.23432377235457036,-0.14184910421893487,0001327811-20-000070,0001327811-19-000092,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-20-000070
ZS,2020-04-30,2020-06-04,110524000,0.3967748458194318,-0.18560674604610763,0001713683-20-000095,0001713683-19-000016,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-20-000095
ADBE,2020-05-29,2020-06-25,3128000000,0.1398253822496247,0.3248081841432225,0000796343-20-000143,0000796343-19-000142,Revenues,direct_quarter,,0000796343-20-000143
DDOG,2020-06-30,2020-08-08,140012000,0.6823916752781716,0.004671028197583064,0001564590-20-038405,0001564590-20-038405,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-038405
HUBS,2020-06-30,2020-08-06,203608000,0.2471777280940859,-0.0669178028368237,0001564590-20-036906,0001564590-19-029455,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-036906
NET,2020-06-30,2020-08-11,99721000,0.47901340768865697,-0.2477311699642001,0001628280-20-012347,0001628280-20-012347,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628280-20-012347
NOW,2020-06-30,2020-07-31,1070842000,0.2841310270726607,0.05814676674990335,0001373715-20-000191,0001373715-19-000208,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-20-000191
CRM,2020-07-31,2020-08-29,5151000000,0.28871653740305225,0.034556396816152204,0001108524-20-000041,0001108524-19-000052,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-20-000041
CRWD,2020-07-31,2020-09-04,198971000,0.8404835904835906,-0.15073050846605787,0001535527-20-000019,0001558370-19-008521,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-20-000019
MDB,2020-07-31,2020-09-04,138281000,0.3916049432412849,-0.359991611284269,0001441816-20-000176,0001441816-19-000187,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-20-000176
VEEV,2020-07-31,2020-09-09,353683000,0.32515174222555254,0.2546941752925642,0001628279-20-000207,0001628280-19-011445,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628279-20-000207
WDAY,2020-07-31,2020-08-29,1061967000,0.19624286963025717,-0.01577638476525165,0001327811-20-000129,0001327811-19-000156,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-20-000129
ZS,2020-07-31,2020-09-18,125887000,0.46196636781715994,-0.35656580901919976,0001713683-20-000163,0001713683-19-000030,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001713683-20-000095,0001713683-20-000163
ADBE,2020-08-28,2020-09-24,3225000000,0.13791694511817743,0.33147286821705424,0000796343-20-000201,0000796343-19-000165,Revenues,direct_quarter,,0000796343-20-000201
DDOG,2020-09-30,2020-11-13,154675000,0.6134836852207293,-0.059912720219815745,0001564590-20-053609,0001564590-19-043256,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-053609
HUBS,2020-09-30,2020-11-06,228385000,0.31542267352451603,-0.06769709043938962,0001564590-20-051449,0001564590-19-040465,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-20-051449
NET,2020-09-30,2020-11-11,114162000,0.5439607254432588,-0.1861565144268671,0001477333-20-000042,0001477333-19-000013,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-20-000042
NOW,2020-09-30,2020-10-30,1151972000,0.30043924757826823,0.06018549061956367,0001373715-20-000257,0001373715-19-000267,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-20-000257
CRM,2020-10-31,2020-12-05,5419000000,0.20075337912696645,0.04133603985975272,0001108524-20-000047,0001108524-19-000076,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-20-000047
CRWD,2020-10-31,2020-12-04,232460000,0.8579112684724142,-0.10392755742923514,0001535527-20-000025,0001535527-19-000011,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-20-000025
MDB,2020-10-31,2020-12-10,150771000,0.37764640308476705,-0.38529292768503226,0001441816-20-000233,0001441816-19-000242,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-20-000233
SNOW,2020-10-31,2020-12-04,159624000,1.1862707500136964,-1.0615822182128,0001640147-20-000023,0001640147-20-000023,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-20-000023
VEEV,2020-10-31,2020-12-10,377519000,0.34386179744483325,0.2683441098328826,0001628280-20-017286,0001628280-19-014779,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001628280-20-017286
WDAY,2020-10-31,2020-11-21,1105960000,0.17893614753224596,-0.012728308437918189,0001327811-20-000167,0001327811-19-000196,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-20-000167
ZS,2020-10-31,2020-12-09,142578000,0.523431990597286,-0.29925374181149966,0001713683-20-000193,0001713683-19-000053,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-20-000193
ADBE,2020-11-27,2021-01-16,3424000000,0.14440606361413733,0.3548481308411215,0000796343-21-000004,0000796343-20-000013,Revenues,annual_minus_9m,0000796343-20-000201,0000796343-21-000004
DDOG,2020-12-31,2021-03-02,177531000,0.5621678223223399,-0.05034613673104979,0001564590-21-009770,0001564590-20-006422,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-20-053609,0001564590-21-009770
HUBS,2020-12-31,2021-02-17,252065000,0.3538343377053055,-0.03031360958482931,0001564590-21-006083,0001564590-20-004381,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001564590-20-051449,0001564590-21-006083
NET,2020-12-31,2021-02-26,125926000,0.5003693554152269,-0.19647253148674618,0001477333-21-000009,0001477333-20-000010,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001477333-20-000042,0001477333-21-000009
NOW,2020-12-31,2021-02-13,1250330000,0.31368371062878375,0.014340214183455567,0001373715-21-000061,0001373715-20-000072,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001373715-20-000257,0001373715-21-000061
CRM,2021-01-31,2021-03-18,5817000000,0.19913419913419905,0.03317861440605123,0001108524-21-000014,0001108524-20-000014,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001108524-20-000047,0001108524-21-000014
CRWD,2021-01-31,2021-03-19,264929000,0.7417049615736084,-0.059649943947246244,0001535527-21-000007,0001535527-20-000006,RevenueFromContractWithCustomerIncludingAssessedTax,annual_minus_9m,0001535527-20-000025,0001535527-21-000007
MDB,2021-01-31,2021-03-23,170999000,0.38434947337742775,-0.3473295165468804,0001441816-21-000051,0001441816-20-000067,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001441816-20-000233,0001441816-21-000051
SNOW,2021-01-31,2021-04-01,190465000,1.1719769192172604,-1.0521460635812354,0001640147-21-000073,0001640147-21-000073,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001640147-20-000023,0001640147-21-000073
VEEV,2021-01-31,2021-03-31,396761000,0.27367836460058803,0.24912478797059187,0001393052-21-000015,0001628280-20-004385,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001628280-20-017286,0001393052-21-000015
WDAY,2021-01-31,2021-03-03,1131684000,0.1591571844281312,-0.06478045107998345,0001327811-21-000020,0001327811-20-000022,RevenueFromContractWithCustomerExcludingAssessedTax,annual_minus_9m,0001327811-20-000167,0001327811-21-000020
ZS,2021-01-31,2021-03-05,157044000,0.5507761583125963,-0.343203178726981,0001713683-21-000037,0001713683-20-000037,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-21-000037
ADBE,2021-03-05,2021-04-01,3905000000,0.2633451957295374,0.37234314980793853,0000796343-21-000069,0000796343-20-000064,Revenues,direct_quarter,,0000796343-21-000069
DDOG,2021-03-31,2021-05-08,198549000,0.5127773375594296,-0.06461880946265154,0001561550-21-000007,0001564590-20-024662,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-21-000007
HUBS,2021-03-31,2021-05-06,281365000,0.4141218688432311,-0.053425266113411404,0001564590-21-024171,0001564590-20-022045,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001564590-21-024171
NET,2021-03-31,2021-05-08,138055000,0.512931506849315,-0.226388033754663,0001477333-21-000026,0001477333-20-000024,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-21-000026
NOW,2021-03-31,2021-04-30,1360000000,0.29976871762524615,0.0713235294117647,0001373715-21-000114,0001373715-20-000101,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-21-000114
CRM,2021-04-30,2021-06-03,5963000000,0.225693730729702,0.05936609089384538,0001108524-21-000030,0001108524-22-000007,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001108524-21-000030
CRWD,2021-04-30,2021-06-05,302843000,0.7006199530542796,-0.10350907896170623,0001535527-21-000013,0001535527-20-000012,RevenueFromContractWithCustomerIncludingAssessedTax,direct_quarter,,0001535527-21-000013
MDB,2021-04-30,2021-06-05,181648000,0.39376501008984954,-0.33826962036466135,0001441816-21-000095,0001441816-20-000110,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001441816-21-000095
SNOW,2021-04-30,2021-06-05,228914000,1.1036989385654552,-0.8981320495906759,0001640147-21-000122,0001640147-21-000122,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001640147-21-000122
VEEV,2021-04-30,2021-06-05,433573000,0.28616221603887215,0.29624999711697914,0001393052-21-000028,0001628280-20-008982,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001393052-21-000028
WDAY,2021-04-30,2021-05-27,1175033000,0.15382001895157527,-0.03260589277067112,0001327811-21-000054,0001327811-20-000070,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001327811-21-000054
ZS,2021-04-30,2021-06-04,176404000,0.5960696319351453,-0.2485771297703,0001713683-21-000096,0001713683-20-000095,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001713683-21-000096
ADBE,2021-06-04,2021-07-01,3835000000,0.22602301790281332,0.3666232073011734,0000796343-21-000159,0000796343-20-000143,Revenues,direct_quarter,,0000796343-21-000159
DDOG,2021-06-30,2021-08-07,233549000,0.6680641659286346,-0.042329446925484585,0001561550-21-000018,0001564590-20-038405,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001561550-21-000018
HUBS,2021-06-30,2021-08-05,310788000,0.526403677655102,-0.053419050928607284,0000950170-21-000805,0001564590-20-036906,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0000950170-21-000805
NET,2021-06-30,2021-08-07,152428000,0.5285446395443287,-0.18941401842181227,0001477333-21-000036,0001628280-20-012347,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001477333-21-000036
NOW,2021-06-30,2021-07-30,1409000000,0.31578701619846816,0.0361958836053939,0001373715-21-000202,0001373715-20-000191,RevenueFromContractWithCustomerExcludingAssessedTax,direct_quarter,,0001373715-21-000202
