term,coefficient,hac_se,t,n,lags
intercept,-0.03861642929950476,0.03342763374929895,-1.1552247337972175,65,3
hiring_growth,-0.3349798339721532,0.2024357266820495,-1.6547466174203562,65,3
market_momentum,0.22883162542743926,0.1709360596035466,1.3386972061844078,65,3
