date,signal,rank_ic,n
2026-03-31,profitability_z,-0.2027972027972028,12
2026-03-31,growth_z,0.2377622377622378,12
2026-04-30,composite,0.1958041958041958,12
2026-04-30,momentum_z,0.5174825174825175,12
2026-04-30,low_volatility_z,-0.2377622377622378,12
2026-04-30,profitability_z,-0.4685314685314686,12
2026-04-30,growth_z,0.6013986013986015,12
2026-05-31,composite,0.0979020979020979,12
2026-05-31,momentum_z,0.4825174825174825,12
2026-05-31,low_volatility_z,-0.5104895104895105,12
2026-05-31,profitability_z,-0.4685314685314686,12
2026-05-31,growth_z,0.5174825174825175,12
2026-06-30,composite,-0.31468531468531474,12
2026-06-30,momentum_z,-0.5314685314685316,12
2026-06-30,low_volatility_z,0.6433566433566434,12
2026-06-30,profitability_z,0.43356643356643365,12
2026-06-30,growth_z,-0.4685314685314686,12
2026-07-31,composite,0.0,12
2026-07-31,momentum_z,-0.20979020979020982,12
2026-07-31,low_volatility_z,0.3846153846153847,12
2026-07-31,profitability_z,0.5034965034965035,12
2026-07-31,growth_z,-0.5594405594405596,12
