date,ticker,momentum,low_volatility,profitability,growth,fundamental_available_at,fundamental_period,hiring_growth,hiring_acceleration,momentum_z,low_volatility_z,profitability_z,growth_z,composite
2016-10-31,WDAY,0.1610738384713153,-0.11930303573305329,-0.2392676231711803,0.5135239318984901,2015-09-05,2015-07-31,,,0.03746082900975922,-0.7035336104600151,-0.9568570183933994,0.8957078101867345,-0.18180549741423022
2016-11-30,ADBE,0.17548658662169903,-0.04666522563316698,0.2020245235545686,0.2112165297903638,2015-09-24,2015-08-28,,,0.8080542469340839,1.6142810375729828,1.2224917644809026,-1.2082263108230138,0.6091501845412389
2016-11-30,CRM,-0.05684521881919591,-0.0711143211307157,0.0121271144759476,0.2397578857397249,2015-08-26,2015-07-31,,,-0.986155134885941,0.958522313625013,0.2871741857781119,-1.0537421249886378,-0.1985501901178635
2016-11-30,HUBS,-0.03246630421060681,-0.12574153227864346,-0.2636640972497147,0.5846556941471694,2015-08-07,2015-06-30,,,-0.8411494689374606,-0.9950479948712935,-1.0411628191165414,1.3069994423499154,-0.39259021014384493
2016-11-30,NOW,0.010343655945092234,-0.1273552808826867,-0.2157744126850305,0.479494114190109,2015-08-07,2015-06-30,,,-0.5016382215462152,-1.0383309754407104,-0.8353282517281423,0.6764002052202419,-0.42472431087370655
2016-11-30,VEEV,0.3461537648126831,-0.09534623484779554,0.2278430693018846,0.2966139775851131,2015-09-05,2015-07-31,,,1.8231817957385987,0.09194417132262463,1.3178664452539652,-0.6434197808532018,0.6473931578654967
2016-11-30,WDAY,0.035479647033636486,-0.11557205252248023,-0.2392676231711803,0.5135239318984901,2015-09-05,2015-07-31,,,-0.3022932173030657,-0.6313685522086167,-0.9510413246682958,0.9219885690946946,-0.24067863127132086
2016-12-31,ADBE,0.09442191703922997,-0.04952690461851599,0.2020245235545686,0.2112165297903638,2015-09-24,2015-08-28,,,0.0415063494937996,1.6246033924889571,1.1964872974555207,-1.2125526892085745,0.41251108755742577
2016-12-31,CRM,-0.08163267528510731,-0.07154973902617102,0.0121271144759476,0.2397578857397249,2015-08-26,2015-07-31,,,-0.8515582568511623,1.0229112394610287,0.21711831625007114,-1.0525008844762382,-0.16600739640407516
2016-12-31,HUBS,-0.003729406749216291,-0.12658859870216108,-0.2785521158642661,0.5669666316342616,2015-11-05,2015-09-30,,,-0.4881496566403165,-0.9820653144583812,-1.2313675773383868,1.2941267136485488,-0.3518639586971339
2016-12-31,NOW,-0.03939470327353989,-0.12765668306872138,-0.1073712425808922,0.4612896727695958,2015-11-05,2015-09-30,,,-0.6806110294016062,-1.0112467526981268,-0.3991775288292499,0.6038821027286425,-0.3717883020500852
2016-12-31,VEEV,0.6110918172496906,-0.10207672336477358,0.2278430693018846,0.2966139775851131,2015-09-05,2015-07-31,,,2.132593651777832,-0.08913737893473693,1.2963539160975623,-0.6273904995771143,0.6781049223408858
2016-12-31,WDAY,0.058232923843839934,-0.11514147653108157,-0.2392676231711803,0.5135239318984901,2015-09-05,2015-07-31,,,-0.1537810583785463,-0.5650651858587401,-1.0794144236355179,0.9944352568847346,-0.2009563527470174
2017-01-31,ADBE,0.15505441625371819,-0.049317970198188114,0.2020245235545686,0.2112165297903638,2015-09-24,2015-08-28,,,-0.19367648508679258,1.6381684837954509,1.2481042752459603,-1.1580858515363923,0.38362760560455655
2017-01-31,CRM,0.005877260164496745,-0.07260074716390835,0.0253708161430681,0.2372788014353288,2015-11-21,2015-10-31,,,-0.9652351215780967,1.0796517684487252,0.3104640176186048,-0.9974201897710919,-0.14313488132046465
2017-01-31,HUBS,0.15792066576288066,-0.13551104730574087,-0.2785521158642661,0.5669666316342616,2015-11-05,2015-09-30,,,-0.17770061040298352,-0.9011531930356808,-1.2694885755930294,1.4953197343767808,-0.21325566116372824
2017-01-31,NOW,0.1949846942252118,-0.13159013261492117,-0.1073712425808922,0.4612896727695958,2015-11-05,2015-09-30,,,0.02888652449175774,-0.8070966980782458,-0.40838074001746283,0.8438547062844937,-0.08568405182986433
2017-01-31,VEEV,0.6887966854238441,-0.11282002593645736,0.187989263100794,0.2755263942737846,2015-12-11,2015-10-31,,,2.0931900150460674,-0.2067434358536569,1.1910998855131254,-0.6830411058072716,0.5986263397245661
