date,hiring_growth,market_momentum,future_1m_excess,future_3m_excess,future_6m_excess
2022-04-30,0.05722990391375671,0.1545515101856747,-0.1743437417656415,-0.11268763216753575,-0.14388519319940307
2022-05-31,-0.004321290150131385,0.00029171304166109024,0.0713022981281346,0.14386576213632385,-0.07389701992319553
2022-06-30,-0.03609305508039684,-0.00399003726821634,-0.0030019582340168327,0.008454946754247183,-0.13306850658713498
2022-07-31,-0.06002837382514625,-0.10616794804053198,0.06687687060298098,-0.042412128551179484,-0.08576058615002302
2022-08-31,-0.13073825503355707,-0.04711954012717989,-0.0492473859371072,-0.20173769650571438,-0.10852193938393606
2022-09-30,-0.1977817213842059,-0.11241295306796018,-0.060635584719908486,-0.14821840092498362,-0.021884823094385997
2022-10-31,-0.20578247335157074,-0.15508958288095498,-0.10341102367221877,-0.04552132935475761,-0.054266621156492834
2022-11-30,-0.2002779493514515,-0.14631651318376748,0.01189754316609426,0.10605658778519045,0.30013509585656206
2022-12-31,-0.21192345979427052,-0.09155971324320089,0.05064482298394157,0.14814472733765238,0.33177293475109604
2023-01-31,-0.22483520399073575,-0.18175368123865732,0.04386851358482369,-0.007421680716354295,0.3094769863646949
2023-02-28,-0.21806011456523144,-0.08187307602084903,0.04079963011678478,0.1735537181009872,0.21937271024285976
2023-03-31,-0.25031578947368427,-0.0777348031086168,-0.08730943674940184,0.13966217330288466,0.1454909026872906
2023-04-30,-0.23649735692944152,-0.07819037486538216,0.22623086167485984,0.3115289108850283,0.2425011834736428
2023-05-31,-0.1893983043871923,0.026642914735232948,0.00818134406186366,0.02566858256831872,0.1581906331026579
2023-06-30,-0.11457455770850877,0.02905921803457434,0.03964152609490834,0.008423930616860087,0.16216473998982983
2023-07-31,-0.16967690146498093,0.19421764321503798,-0.021280881692865572,-0.03042544527325075,0.14590129955381825
2023-08-31,-0.1670389926888709,0.1293128683189193,-0.006767541767600638,0.11926977067488909,0.18644264643761677
2023-09-30,-0.16925679247277725,0.15821670872826665,-0.004637971117626205,0.15648746535541957,0.07321897973795743
2023-10-31,-0.0922054380664652,0.21566002943960827,0.14256203657256905,0.20441337024198192,0.03657880370633748
2023-11-30,-0.09459953675484589,0.09987672584031104,0.013848021653146692,0.04675717220337261,-0.25840529145726265
2023-12-31,-0.07673708322728434,0.13712898751079217,0.02723813890258464,-0.07819072884792844,-0.196583381519142
2024-01-31,-0.03314696485623014,0.2617578001576646,0.0014381113268269186,-0.12948068052413408,-0.2859587336877315
2024-02-29,-0.04308603743099504,0.20601027267113947,-0.09947809503909344,-0.2637073856632911,-0.24683972501664775
2024-03-31,-0.023707787732598185,0.301675787769901,-0.030835258550373168,-0.11208682251195601,-0.1897575429915288
2024-04-30,-0.02505851576483542,0.29618348284983775,-0.15364173506461598,-0.15703923137392084,-0.1298564199464789
2024-05-31,-0.024905023216546973,0.2243629733721466,0.08305578070064179,0.046217684894302336,0.1805257655548087
2024-06-30,-0.009035719327968428,0.28038041898956956,-0.07122964914168739,-0.07644511073397664,0.03520943084510764
2024-07-31,-0.010309278350515538,0.24488407251581212,0.03964189371321103,0.03471541201056194,0.2017475934002333
2024-08-31,0.005916305916305875,0.22002309745284498,-0.040095201855230855,0.1170920824413888,0.10723703330897094
2024-09-30,-0.02664197179085348,0.2691560019838304,0.03533394650029276,0.11575017365880558,0.04744295608794957
2024-10-31,-0.010702054794520577,0.36034121152954235,0.12164384258745287,0.15405978766899397,0.09079797330075368
2024-11-30,-0.01764452732749955,0.37811938265058687,-0.03516976751136458,-0.007245380349413022,0.04110230770290879
2024-12-31,-0.013905152224824135,0.33807634296514655,0.06732179432291252,-0.05555401744777522,0.08946746318160126
2025-01-31,-0.025962786672436122,0.24886497792923534,-0.0331463664459386,-0.04242341707439612,-0.031680810504816526
2025-02-28,-0.023072429906542014,0.26230059779969084,-0.08052576955057034,0.049187293537945376,-0.006933856128767513
2025-03-31,-0.06798278165355509,0.184462596387293,0.07859269245909228,0.16745673885974943,0.08725941576114948
2025-04-30,-0.07359691988745742,0.08304751393596121,0.06695942692399637,0.01907209101188645,0.06430910547440383
2025-05-31,-0.05440956651718998,0.11876544236575381,0.0035652847053995185,-0.05835151434798602,-0.15941545757023712
2025-06-30,0.018792801401497083,0.13182658284869375,-0.04788231785957886,-0.07355295279578322,-0.15653686033383762
2025-07-31,0.047794117647058654,0.1494348585358225,-0.0102297580594235,0.03757466806090837,-0.26366020492189146
2025-08-31,0.04378754347138791,0.16183916301818635,-0.012806404799335258,-0.09373844316526236,-0.34383849326787996
2025-09-30,0.01969673284352047,0.1586080007909767,0.0596783603517439,-0.08040771343625519,-0.2953424837891291
2025-10-31,-0.019374523264683363,0.17519348067190843,-0.12791516332218822,-0.2696346978641888,-0.44410018708170207
2025-11-30,-0.002120248371952127,0.2140407899653185,-0.0016276950649470878,-0.2575429592370251,-0.1846895447604998
2025-12-31,0.021155909857427435,0.14795165781995,-0.15834850848908932,-0.2308590330479794,-0.23263540178138886
2026-01-31,0.04698195395146221,0.17719043042617644,-0.11576291548899886,-0.21834771173457468,0.06970125127181115
2026-02-28,0.053118834421004735,0.16329797011714353,0.016819544182184232,0.13359528014883093,0.47440676117361
2026-03-31,0.06380423359855869,0.1680730751501276,-0.13341586085202217,0.04567946816932267,
2026-04-30,0.08291233283803856,0.17591532446518476,0.2658456679844765,0.36115640640737645,
2026-05-31,0.04611615506557154,0.310813213507094,-0.055403322521618836,0.27320137627814756,
2026-06-30,0.037821055602596854,0.2982099720989744,0.13883836555310602,,
2026-07-31,0.007821075740944039,0.22205143689236806,0.18501084892551423,,
2026-08-31,0.03939936630389851,0.1949553761637286,,,
2026-09-30,0.016453630677182307,,,,
